course_id,course_name,category,vendor,delivery_mode,duration_hours,difficulty_level,_gold_created_ts,_gold_updated_ts
C1014_DB,Introduction To Pyspark Module 4,Data,Databricks,Self-paced,4,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1015_DB,Introduction To Pyspark Module 5,Data,Databricks,Self-paced,4,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1016_DB,Introduction To Pyspark Module 6,Data,Databricks,Self-paced,4,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1017_DB,Introduction To Pyspark Module 7,Data,Databricks,Self-paced,4,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1018_DB,Introduction To Pyspark Module 8,Data,Databricks,Self-paced,4,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1019_DB,Introduction To Pyspark Module 9,Data,Databricks,Self-paced,4,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1020_DB,Introduction To Pyspark Module 10,Data,Databricks,Self-paced,4,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1021_DB,Delta Lake Core Concepts Chapter 1,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1022_DB,Delta Lake Core Concepts Chapter 2,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1023_DB,Delta Lake Core Concepts Chapter 3,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1024_DB,Delta Lake Core Concepts Chapter 4,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1025_DB,Delta Lake Core Concepts Chapter 5,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1026_DB,Delta Lake Core Concepts Chapter 6,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1027_DB,Delta Lake Core Concepts Chapter 7,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1028_DB,Delta Lake Core Concepts Chapter 8,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1029_DB,Delta Lake Core Concepts Chapter 9,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1030_DB,Delta Lake Core Concepts Chapter 10,Data,Databricks,Self-paced,3,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1031_DB,Databricks Sql For Beginners Lab 1,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1032_DB,Databricks Sql For Beginners Lab 2,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1033_DB,Databricks Sql For Beginners Lab 3,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1034_DB,Databricks Sql For Beginners Lab 4,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1035_DB,Databricks Sql For Beginners Lab 5,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1036_DB,Databricks Sql For Beginners Lab 6,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1037_DB,Databricks Sql For Beginners Lab 7,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1038_DB,Databricks Sql For Beginners Lab 8,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1039_DB,Databricks Sql For Beginners Lab 9,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1040_DB,Databricks Sql For Beginners Lab 10,Data,Databricks,Self-paced,2,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1041_DB,Data Engineering On Databricks Primer 1,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1042_DB,Data Engineering On Databricks Primer 2,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1043_DB,Data Engineering On Databricks Primer 3,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1044_DB,Data Engineering On Databricks Primer 4,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1045_DB,Data Engineering On Databricks Primer 5,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1046_DB,Data Engineering On Databricks Primer 6,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1047_DB,Data Engineering On Databricks Primer 7,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1048_DB,Data Engineering On Databricks Primer 8,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1049_DB,Data Engineering On Databricks Primer 9,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1050_DB,Data Engineering On Databricks Primer 10,Data,Databricks,Self-paced,5,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1051_DB,Advanced Pyspark Techniques Part 1,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1052_DB,Advanced Pyspark Techniques Part 2,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1053_DB,Advanced Pyspark Techniques Part 3,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1054_DB,Advanced Pyspark Techniques Part 4,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1055_DB,Advanced Pyspark Techniques Part 5,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1056_DB,Advanced Pyspark Techniques Part 6,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1057_DB,Advanced Pyspark Techniques Part 7,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1058_DB,Advanced Pyspark Techniques Part 8,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1059_DB,Advanced Pyspark Techniques Part 9,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1060_DB,Advanced Pyspark Techniques Part 10,Data,Databricks,Instructor-led,16,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1061_DB,Delta Lake Optimization Lab 1,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1062_DB,Delta Lake Optimization Lab 2,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1063_DB,Delta Lake Optimization Lab 3,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1064_DB,Delta Lake Optimization Lab 4,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1065_DB,Delta Lake Optimization Lab 5,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1066_DB,Delta Lake Optimization Lab 6,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1067_DB,Delta Lake Optimization Lab 7,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1068_DB,Delta Lake Optimization Lab 8,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1069_DB,Delta Lake Optimization Lab 9,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1070_DB,Delta Lake Optimization Lab 10,Data,Databricks,Instructor-led,12,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1071_DB,Databricks Data Pipeline Workshop 1,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1072_DB,Databricks Data Pipeline Workshop 2,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1073_DB,Databricks Data Pipeline Workshop 3,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1074_DB,Databricks Data Pipeline Workshop 4,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1075_DB,Databricks Data Pipeline Workshop 5,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1076_DB,Databricks Data Pipeline Workshop 6,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1077_DB,Databricks Data Pipeline Workshop 7,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1078_DB,Databricks Data Pipeline Workshop 8,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1079_DB,Databricks Data Pipeline Workshop 9,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1080_DB,Databricks Data Pipeline Workshop 10,Data,Databricks,Instructor-led,20,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1081_DB,Streaming With Spark Structured Streaming 1,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1082_DB,Streaming With Spark Structured Streaming 2,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1083_DB,Streaming With Spark Structured Streaming 3,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1084_DB,Streaming With Spark Structured Streaming 4,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1085_DB,Streaming With Spark Structured Streaming 5,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1086_DB,Streaming With Spark Structured Streaming 6,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1087_DB,Streaming With Spark Structured Streaming 7,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1088_DB,Streaming With Spark Structured Streaming 8,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1089_DB,Streaming With Spark Structured Streaming 9,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1090_DB,Streaming With Spark Structured Streaming 10,Data,Databricks,Instructor-led,14,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1091_DB,Databricks Certified Associate Prep 1,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1092_DB,Databricks Certified Associate Prep 2,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1093_DB,Databricks Certified Associate Prep 3,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1094_DB,Databricks Certified Associate Prep 4,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1095_DB,Databricks Certified Associate Prep 5,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1096_DB,Databricks Certified Associate Prep 6,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1097_DB,Databricks Certified Associate Prep 7,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1098_DB,Databricks Certified Associate Prep 8,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1099_DB,Databricks Certified Associate Prep 9,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1100_DB,Databricks Certified Associate Prep 10,Data,Databricks,Instructor-led,24,Intermediate,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1101_DB,Machine Learning With Databricks Part 1,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1102_DB,Machine Learning With Databricks Part 2,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1103_DB,Machine Learning With Databricks Part 3,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1104_DB,Machine Learning With Databricks Part 4,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1105_DB,Machine Learning With Databricks Part 5,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1106_DB,Machine Learning With Databricks Part 6,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1107_DB,Machine Learning With Databricks Part 7,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1108_DB,Machine Learning With Databricks Part 8,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1109_DB,Machine Learning With Databricks Part 9,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1110_DB,Machine Learning With Databricks Part 10,AI,Databricks,Self-paced,10,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1111_DB,Mlops On Databricks Lab 1,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1112_DB,Mlops On Databricks Lab 2,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1113_DB,Mlops On Databricks Lab 3,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1114_DB,Mlops On Databricks Lab 4,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1115_DB,Mlops On Databricks Lab 5,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1116_DB,Mlops On Databricks Lab 6,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1117_DB,Mlops On Databricks Lab 7,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1118_DB,Mlops On Databricks Lab 8,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1119_DB,Mlops On Databricks Lab 9,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1120_DB,Mlops On Databricks Lab 10,AI,Databricks,Self-paced,12.5,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1121_DB,Deep Learning With Mlflow Chapter 1,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1122_DB,Deep Learning With Mlflow Chapter 2,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1123_DB,Deep Learning With Mlflow Chapter 3,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1124_DB,Deep Learning With Mlflow Chapter 4,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1125_DB,Deep Learning With Mlflow Chapter 5,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1126_DB,Deep Learning With Mlflow Chapter 6,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1127_DB,Deep Learning With Mlflow Chapter 7,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1128_DB,Deep Learning With Mlflow Chapter 8,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1129_DB,Deep Learning With Mlflow Chapter 9,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1130_DB,Deep Learning With Mlflow Chapter 10,AI,Databricks,Self-paced,15,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1131_DB,Generative Ai On Databricks Module 1,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1132_DB,Generative Ai On Databricks Module 2,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1133_DB,Generative Ai On Databricks Module 3,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1134_DB,Generative Ai On Databricks Module 4,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1135_DB,Generative Ai On Databricks Module 5,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1136_DB,Generative Ai On Databricks Module 6,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1137_DB,Generative Ai On Databricks Module 7,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1138_DB,Generative Ai On Databricks Module 8,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1139_DB,Generative Ai On Databricks Module 9,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1140_DB,Generative Ai On Databricks Module 10,AI,Databricks,Self-paced,18,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1141_DB,Databricks Ai Architect Workshop 1,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1142_DB,Databricks Ai Architect Workshop 2,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1143_DB,Databricks Ai Architect Workshop 3,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1144_DB,Databricks Ai Architect Workshop 4,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1145_DB,Databricks Ai Architect Workshop 5,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1146_DB,Databricks Ai Architect Workshop 6,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1147_DB,Databricks Ai Architect Workshop 7,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1148_DB,Databricks Ai Architect Workshop 8,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1149_DB,Databricks Ai Architect Workshop 9,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1150_DB,Databricks Ai Architect Workshop 10,AI,Databricks,Self-paced,25,Advanced,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1151_MS,Azure Data Fundamentals Dp-900 Part 1,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1152_MS,Azure Data Fundamentals Dp-900 Part 2,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1153_MS,Azure Data Fundamentals Dp-900 Part 3,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1154_MS,Azure Data Fundamentals Dp-900 Part 4,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1155_MS,Azure Data Fundamentals Dp-900 Part 5,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1156_MS,Azure Data Fundamentals Dp-900 Part 6,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1157_MS,Azure Data Fundamentals Dp-900 Part 7,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1158_MS,Azure Data Fundamentals Dp-900 Part 8,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1159_MS,Azure Data Fundamentals Dp-900 Part 9,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1160_MS,Azure Data Fundamentals Dp-900 Part 10,Data,Microsoft,Instructor-led,8,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1161_MS,Introduction To Azure Synapse Module 1,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1162_MS,Introduction To Azure Synapse Module 2,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1163_MS,Introduction To Azure Synapse Module 3,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1164_MS,Introduction To Azure Synapse Module 4,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1165_MS,Introduction To Azure Synapse Module 5,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1166_MS,Introduction To Azure Synapse Module 6,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1167_MS,Introduction To Azure Synapse Module 7,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1168_MS,Introduction To Azure Synapse Module 8,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1169_MS,Introduction To Azure Synapse Module 9,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1170_MS,Introduction To Azure Synapse Module 10,Data,Microsoft,Instructor-led,12,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1171_MS,Azure Data Factory Basics Lab 1,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
C1172_MS,Azure Data Factory Basics Lab 2,Data,Microsoft,Instructor-led,10,Beginner,2026-06-09T17:52:57.256Z,2026-06-10T12:08:38.343Z
